now_timestamp,created_timestamp,balance,created_date,created_time,order_id,pair_id,pair_status,market,side,type,price,size,fee,amount
2023-04-10 13:54:07.196987,2023-04-09 08:11:23.926000,5509.79,09/04/2023,08:11:23,498d6ffc43e269a05d8e4a24ac6727d6641a46360de25db44e1d54fc9662779,,,XLM-USD,BUY,MARKET,0.1032,2400.0,0.0,247.68
2023-04-10 13:54:07.196987,2023-04-09 14:57:13.716000,5509.79,09/04/2023,14:57:13,45a294bf55f62f7494b4db1f1c80e7515670af1b045f65f8ba53a0ca22b292a,,,UMA-USD,SELL,MARKET,2.06,120.8,0.0,-248.848
2023-04-10 13:54:07.196987,2023-04-09 12:00:05.016000,5509.79,09/04/2023,12:00:05,45c4c2e95764f1bd5c5daed05013c3603e956b11a892995992c18c196516413,,,FIL-USD,SELL,MARKET,5.7,43.6,0.0,-248.52
2023-04-10 13:54:07.196987,2023-04-09 08:09:17.210000,5509.79,09/04/2023,08:09:17,450af889acf22fceed4f6f19f13c44838cf51c32408634ab7acf5b51676a135,,,CELO-USD,SELL,MARKET,0.679,300.0,0.0,-203.7
2023-04-10 13:54:07.196987,2023-04-09 02:58:24.610000,5509.79,09/04/2023,02:58:24,49953d03f09315fd6132a38ba165123f37814fd0a3432ff563939676b43b62d,,,BCH-USD,SELL,MARKET,124.5,2.02,0.0,-251.49
2023-04-10 13:54:07.196987,2023-04-09 08:11:54.909000,5509.79,09/04/2023,08:11:54,5a79208ae6bf17f02930c5b4941045478f38d0a2709ceddf8d20279cc825035,,,CELO-USD,SELL,MARKET,0.679,300.0,0.0,-203.7
2023-04-10 13:54:07.196987,2023-04-09 13:38:32.374000,5509.79,09/04/2023,13:38:32,4e1a97edee36910c95ca42ebd2780b8489dd42ff030a4237dc4e5043f0eb15a,,,EOS-USD,BUY,MARKET,1.185,200.0,0.0,237.0
2023-04-10 13:54:07.196987,2023-04-09 07:05:13.727000,5509.79,09/04/2023,07:05:13,5ab3a1594fe712848898757c59f35f99119ac2f10eeeaf9319f8b432dc6fb4d,,,NEAR-USD,SELL,MARKET,1.934,128.79999999999998,0.0,-249.0992
2023-04-10 13:54:07.196987,2023-04-09 08:12:16.447000,5509.79,09/04/2023,08:12:16,603d0e8c36767b25af192d653498a694f13f2fdca6b2e2a9aac192ec0e5dede,,,ZRX-USD,BUY,MARKET,0.272,900.0,0.0,244.8
2023-04-10 13:54:07.196987,2023-04-09 14:08:25.946000,5509.79,09/04/2023,14:08:25,6ea47f7850b3139aae7da2b4971da3b98eec099137578fdbefa2de46897b8d1,,,SUSHI-USD,SELL,MARKET,1.088,200.0,0.0,-217.6
2023-04-10 13:54:07.196987,2023-04-09 08:08:54.627000,5509.79,09/04/2023,08:08:54,7168b333a8c91592492ddb4e5da734d07cbbdb0cece54aeb4f21bc0d58baa6a,,,SOL-USD,SELL,MARKET,20.004,12.4,0.0,-248.04960000000003
2023-04-10 13:54:07.196987,2023-04-09 11:04:47.284000,5509.79,09/04/2023,11:04:47,724d2c4630ad73d3475c74725d3b6af0cd16e23b0d95e3dd39baaaa70ea6066,,,UMA-USD,SELL,MARKET,2.1,119.6,0.0,-251.16
2023-04-10 13:54:07.196987,2023-04-09 10:58:08.333000,5509.79,09/04/2023,10:58:08,79e43fb089f4c627208fa106e4b4f7af2ecb817965b75828565e42083ce07de,,,CRV-USD,BUY,MARKET,1.0073,248.0,0.0,249.8104
2023-04-10 13:54:07.196987,2023-04-09 12:00:15.801000,5509.79,09/04/2023,12:00:15,7a2702a3134005188aeb49f0d12a950c5ed15fae5941e8d86199fd52019b5c1,,,ADA-USD,BUY,MARKET,0.389,600.0,0.0,233.4
2023-04-10 13:54:07.196987,2023-04-09 17:32:25.581000,5509.79,09/04/2023,17:32:25,7ee37943a8e2b8c41ad74442b73994f76552fd3602a918163cd7ff10d1ce716,,,CRV-USD,BUY,MARKET,0.992,251.0,0.0,248.992
2023-04-10 13:54:07.196987,2023-04-09 14:38:20.912000,5509.79,09/04/2023,14:38:20,4a9f7c1b552b00250a8b74deb73161b0730ac2dad0baa0c7e35ea18fe31bc16,,,MATIC-USD,BUY,MARKET,1.0893,200.0,0.0,217.86
2023-04-10 13:54:07.196987,2023-04-09 02:57:48.833000,5509.79,09/04/2023,02:57:48,3bab4b375c5723932eb2152e5fdbd74fee4972367a7e65d870cac4fc95df3ac,,,SUSHI-USD,BUY,MARKET,1.115,200.0,0.0,223.0
2023-04-10 13:54:07.196987,2023-04-09 13:36:54.032000,5509.79,09/04/2023,13:36:54,00baaf9c3621b446e2e3e66623d54653e115a978e292f8aef19ac77cfbc8c56,,,CELO-USD,BUY,MARKET,0.694,300.0,0.0,208.2
2023-04-10 13:54:07.196987,2023-04-09 17:32:05.410000,5509.79,09/04/2023,17:32:05,371899f25abb66bf76eb5986f15cae47c602aabb050a0654695202a9d5548d0,,,UMA-USD,SELL,MARKET,2.06,120.8,0.0,-248.848
2023-04-10 13:54:07.196987,2023-04-09 14:32:28.053000,5509.79,09/04/2023,14:32:28,0172d929e1f4600ebaf2d8fee4b5783a14d8502199296a07f6981a7241ce6bb,,,COMP-USD,SELL,MARKET,41.9,5.97,0.0,-250.143
2023-04-10 13:54:07.196987,2023-04-09 08:13:28.543000,5509.79,09/04/2023,08:13:28,05b1ce7f610f6b3e0c069f5c08d09b8324543fc79612cb7fcd71d360fc96ac7,,,SUSHI-USD,BUY,MARKET,1.073,200.0,0.0,214.6
2023-04-10 13:54:07.196987,2023-04-09 11:04:25.842000,5509.79,09/04/2023,11:04:25,06febdc4736db59d8d4bd49d6793d46d2ee4e00be20d05d123d546aa0ae793d,,,FIL-USD,BUY,MARKET,5.71,43.6,0.0,248.956
2023-04-10 13:54:07.196987,2023-04-09 08:09:10.657000,5509.79,09/04/2023,08:09:10,0847949bbd165c5057ad8c65cb8f9188230e860c8c1ded6d467f90d855fb76f,,,1INCH-USD,BUY,MARKET,0.524,400.0,0.0,209.6
2023-04-10 13:54:07.196987,2023-04-09 07:04:48.591000,5509.79,09/04/2023,07:04:48,08d7abf54b8acacae37bf79468333691c5f5a5103b33662cee3cc1cb9704294,,,NEAR-USD,BUY,MARKET,1.942,128.8,0.0,250.1296
2023-04-10 13:54:07.196987,2023-04-09 12:02:46.531000,5509.79,09/04/2023,12:02:46,093df50fabf1d0c94881ca028e2bc9b1029d1981847dd8fbd475a657afce26b,,,UMA-USD,BUY,MARKET,2.08,120.8,0.0,251.264
2023-04-10 13:54:07.196987,2023-04-09 12:00:22.514000,5509.79,09/04/2023,12:00:22,1167c2bef96765d402fbada10a782463cfeec3baf6f70952c11c6121a51ba0a,,,SUSHI-USD,SELL,MARKET,1.09,200.0,0.0,-218.00000000000003
2023-04-10 13:54:07.196987,2023-04-09 15:18:49.070000,5509.79,09/04/2023,15:18:49,15baf4fe6df8297f083f83346028e0acc6a5aaad8429afbe941d9b749e312da,,,UMA-USD,BUY,MARKET,2.07,120.8,0.0,250.056
2023-04-10 13:54:07.196987,2023-04-09 13:36:00.600000,5509.79,09/04/2023,13:36:00,384d7f873d033bd943a28015b9b3745efac9347cda5c082facdb1ce740d2b97,,,FIL-USD,SELL,MARKET,5.68,43.9,0.0,-249.352
2023-04-10 13:54:07.196987,2023-04-09 08:11:02.523000,5509.79,09/04/2023,08:11:02,192684b7d48b10b3e38fc376563e4c41edf2b0bf12497fbb528e8843a16390d,,,BCH-USD,SELL,MARKET,123.7,2.02,0.0,-249.874
